Department,Metric,Subdivision,Date of business,UTC datetime,Stream,Value
FOH,Sales,Forecast,23/06/2025,23/06/2025 00:00:00,Food,5000.0
FOH,Sales,Forecast,23/06/2025,23/06/2025 00:00:00,Beverage,1600.0
FOH,Sales,Prediction,23/06/2025,23/06/2025 01:00:00,Food,5809.0
FOH,Sales,Prediction,23/06/2025,23/06/2025 01:00:00,Beverage,2246.0
FOH,Sales,Actual,23/06/2025,23/06/2025 10:00:00,Beverage,0.0
FOH,Sales,Actual,23/06/2025,23/06/2025 11:00:00,Beverage,2.5
FOH,Sales,Actual,23/06/2025,23/06/2025 11:00:00,Food,82.9167
FOH,Sales,Actual,23/06/2025,23/06/2025 12:00:00,Beverage,96.6667
FOH,Sales,Actual,23/06/2025,23/06/2025 12:00:00,Food,280.4583
FOH,Sales,Actual,23/06/2025,23/06/2025 13:00:00,Beverage,134.875
FOH,Sales,Actual,23/06/2025,23/06/2025 13:00:00,Food,270.1667
FOH,Sales,Actual,23/06/2025,23/06/2025 14:00:00,Beverage,115.875
FOH,Sales,Actual,23/06/2025,23/06/2025 14:00:00,Food,207.2083
FOH,Sales,Actual,23/06/2025,23/06/2025 15:00:00,Beverage,48.375
FOH,Sales,Actual,23/06/2025,23/06/2025 15:00:00,Food,195.2917
FOH,Sales,Actual,23/06/2025,23/06/2025 16:00:00,Beverage,85.8333
FOH,Sales,Actual,23/06/2025,23/06/2025 16:00:00,Food,209.875
FOH,Sales,Actual,23/06/2025,23/06/2025 17:00:00,Beverage,308.75
FOH,Sales,Actual,23/06/2025,23/06/2025 17:00:00,Food,725.9583
FOH,Sales,Actual,23/06/2025,23/06/2025 18:00:00,Beverage,256.5833
FOH,Sales,Actual,23/06/2025,23/06/2025 18:00:00,Food,578.7083
FOH,Sales,Actual,23/06/2025,23/06/2025 19:00:00,Beverage,362.6667
FOH,Sales,Actual,23/06/2025,23/06/2025 19:00:00,Food,581.0833
FOH,Sales,Actual,23/06/2025,23/06/2025 20:00:00,Beverage,152.4167
FOH,Sales,Actual,23/06/2025,23/06/2025 20:00:00,Food,584.875
FOH,Sales,Actual,23/06/2025,23/06/2025 21:00:00,Beverage,42.9167
FOH,Sales,Actual,23/06/2025,23/06/2025 21:00:00,Food,80.9
FOH,Sales,Forecast,24/06/2025,24/06/2025 00:00:00,Food,6000.0
FOH,Sales,Forecast,24/06/2025,24/06/2025 00:00:00,Beverage,2400.0
FOH,Sales,Prediction,24/06/2025,24/06/2025 01:00:00,Food,4100.0
FOH,Sales,Prediction,24/06/2025,24/06/2025 01:00:00,Beverage,2163.0
FOH,Sales,Actual,24/06/2025,24/06/2025 10:00:00,Beverage,16.7917
FOH,Sales,Actual,24/06/2025,24/06/2025 10:00:00,Food,0.0
FOH,Sales,Actual,24/06/2025,24/06/2025 11:00:00,Beverage,7.75
FOH,Sales,Actual,24/06/2025,24/06/2025 11:00:00,Food,23.35
FOH,Sales,Actual,24/06/2025,24/06/2025 12:00:00,Beverage,149.8333
FOH,Sales,Actual,24/06/2025,24/06/2025 12:00:00,Food,388.7083
FOH,Sales,Actual,24/06/2025,24/06/2025 13:00:00,Beverage,175.5
FOH,Sales,Actual,24/06/2025,24/06/2025 13:00:00,Food,480.8333
FOH,Sales,Actual,24/06/2025,24/06/2025 14:00:00,Beverage,124.8333
FOH,Sales,Actual,24/06/2025,24/06/2025 14:00:00,Food,278.125
