Department,Metric,Subdivision,Date of business,UTC datetime,Stream,Value
FOH,Sales,Forecast,25/11/2024,25/11/2024 00:00:00,Food,4200.0
FOH,Sales,Forecast,25/11/2024,25/11/2024 00:00:00,Beverage,1200.0
FOH,Sales,Actual,25/11/2024,25/11/2024 10:00:00,Beverage,5.75
FOH,Sales,Actual,25/11/2024,25/11/2024 11:00:00,Beverage,6.8333
FOH,Sales,Actual,25/11/2024,25/11/2024 11:00:00,Food,36.5833
FOH,Sales,Actual,25/11/2024,25/11/2024 12:00:00,Beverage,200.75
FOH,Sales,Actual,25/11/2024,25/11/2024 12:00:00,Food,479.0
FOH,Sales,Actual,25/11/2024,25/11/2024 13:00:00,Beverage,341.75
FOH,Sales,Actual,25/11/2024,25/11/2024 13:00:00,Food,974.5
FOH,Sales,Actual,25/11/2024,25/11/2024 14:00:00,Beverage,196.1667
FOH,Sales,Actual,25/11/2024,25/11/2024 14:00:00,Food,522.0
FOH,Sales,Actual,25/11/2024,25/11/2024 15:00:00,Beverage,110.5417
FOH,Sales,Actual,25/11/2024,25/11/2024 15:00:00,Food,148.9583
FOH,Sales,Actual,25/11/2024,25/11/2024 16:00:00,Beverage,127.0417
FOH,Sales,Actual,25/11/2024,25/11/2024 16:00:00,Food,297.7917
FOH,Sales,Actual,25/11/2024,25/11/2024 17:00:00,Beverage,351.75
FOH,Sales,Actual,25/11/2024,25/11/2024 17:00:00,Food,648.2917
FOH,Sales,Actual,25/11/2024,25/11/2024 18:00:00,Beverage,229.9583
FOH,Sales,Actual,25/11/2024,25/11/2024 18:00:00,Food,982.8333
FOH,Sales,Actual,25/11/2024,25/11/2024 19:00:00,Beverage,361.8333
FOH,Sales,Actual,25/11/2024,25/11/2024 19:00:00,Food,744.2083
FOH,Sales,Actual,25/11/2024,25/11/2024 20:00:00,Beverage,69.7917
FOH,Sales,Actual,25/11/2024,25/11/2024 20:00:00,Food,153.25
FOH,Sales,Actual,25/11/2024,25/11/2024 21:00:00,Beverage,26.75
FOH,Sales,Actual,25/11/2024,25/11/2024 21:00:00,Food,59.375
FOH,Sales,Actual,25/11/2024,25/11/2024 22:00:00,Beverage,0.0
FOH,Sales,Actual,25/11/2024,25/11/2024 22:00:00,Food,0.0
FOH,Sales,Forecast,26/11/2024,26/11/2024 00:00:00,Food,5000.0
FOH,Sales,Forecast,26/11/2024,26/11/2024 00:00:00,Beverage,1900.0
FOH,Sales,Actual,26/11/2024,26/11/2024 10:00:00,Beverage,3.0417
FOH,Sales,Actual,26/11/2024,26/11/2024 10:00:00,Food,7.4583
FOH,Sales,Actual,26/11/2024,26/11/2024 11:00:00,Beverage,21.5417
FOH,Sales,Actual,26/11/2024,26/11/2024 11:00:00,Food,14.2917
FOH,Sales,Actual,26/11/2024,26/11/2024 12:00:00,Beverage,78.2083
FOH,Sales,Actual,26/11/2024,26/11/2024 12:00:00,Food,379.6667
FOH,Sales,Actual,26/11/2024,26/11/2024 13:00:00,Beverage,249.8333
FOH,Sales,Actual,26/11/2024,26/11/2024 13:00:00,Food,493.8333
FOH,Sales,Actual,26/11/2024,26/11/2024 14:00:00,Beverage,341.9167
FOH,Sales,Actual,26/11/2024,26/11/2024 14:00:00,Food,615.2917
FOH,Sales,Actual,26/11/2024,26/11/2024 15:00:00,Beverage,141.4583
FOH,Sales,Actual,26/11/2024,26/11/2024 15:00:00,Food,57.375
FOH,Sales,Actual,26/11/2024,26/11/2024 16:00:00,Beverage,196.5833
FOH,Sales,Actual,26/11/2024,26/11/2024 16:00:00,Food,367.3333
FOH,Sales,Actual,26/11/2024,26/11/2024 17:00:00,Beverage,317.125
FOH,Sales,Actual,26/11/2024,26/11/2024 17:00:00,Food,750.875
FOH,Sales,Actual,26/11/2024,26/11/2024 18:00:00,Beverage,400.25
FOH,Sales,Actual,26/11/2024,26/11/2024 18:00:00,Food,1067.5833
FOH,Sales,Actual,26/11/2024,26/11/2024 19:00:00,Beverage,458.4167
FOH,Sales,Actual,26/11/2024,26/11/2024 19:00:00,Food,1219.9167
FOH,Sales,Actual,26/11/2024,26/11/2024 20:00:00,Beverage,197.9167
FOH,Sales,Actual,26/11/2024,26/11/2024 20:00:00,Food,606.5
FOH,Sales,Actual,26/11/2024,26/11/2024 21:00:00,Beverage,69.4583
FOH,Sales,Actual,26/11/2024,26/11/2024 21:00:00,Food,9.7417
FOH,Sales,Forecast,27/11/2024,27/11/2024 00:00:00,Food,5500.0
FOH,Sales,Forecast,27/11/2024,27/11/2024 00:00:00,Beverage,2200.0
FOH,Sales,Actual,27/11/2024,27/11/2024 12:00:00,Beverage,223.5417
FOH,Sales,Actual,27/11/2024,27/11/2024 12:00:00,Food,615.2083
FOH,Sales,Actual,27/11/2024,27/11/2024 13:00:00,Beverage,338.0417
FOH,Sales,Actual,27/11/2024,27/11/2024 13:00:00,Food,734.125
FOH,Sales,Actual,27/11/2024,27/11/2024 14:00:00,Beverage,253.25
FOH,Sales,Actual,27/11/2024,27/11/2024 14:00:00,Food,499.4083
FOH,Sales,Actual,27/11/2024,27/11/2024 15:00:00,Beverage,128.75
FOH,Sales,Actual,27/11/2024,27/11/2024 15:00:00,Food,261.3333
FOH,Sales,Actual,27/11/2024,27/11/2024 16:00:00,Beverage,128.4583
FOH,Sales,Actual,27/11/2024,27/11/2024 16:00:00,Food,273.0833
FOH,Sales,Actual,27/11/2024,27/11/2024 17:00:00,Beverage,246.5417
FOH,Sales,Actual,27/11/2024,27/11/2024 17:00:00,Food,455.7917
FOH,Sales,Actual,27/11/2024,27/11/2024 18:00:00,Beverage,366.5833
FOH,Sales,Actual,27/11/2024,27/11/2024 18:00:00,Food,1010.625
FOH,Sales,Actual,27/11/2024,27/11/2024 19:00:00,Beverage,197.5833
FOH,Sales,Actual,27/11/2024,27/11/2024 19:00:00,Food,542.7083
FOH,Sales,Actual,27/11/2024,27/11/2024 20:00:00,Beverage,118.5833
FOH,Sales,Actual,27/11/2024,27/11/2024 20:00:00,Food,190.1667
FOH,Sales,Actual,27/11/2024,27/11/2024 21:00:00,Food,12.0
FOH,Sales,Forecast,28/11/2024,28/11/2024 00:00:00,Food,6000.0
FOH,Sales,Forecast,28/11/2024,28/11/2024 00:00:00,Beverage,2500.0
FOH,Sales,Actual,28/11/2024,28/11/2024 10:00:00,Beverage,19.875
FOH,Sales,Actual,28/11/2024,28/11/2024 10:00:00,Food,21.75
FOH,Sales,Actual,28/11/2024,28/11/2024 11:00:00,Beverage,74.5417
FOH,Sales,Actual,28/11/2024,28/11/2024 11:00:00,Food,157.5417
FOH,Sales,Actual,28/11/2024,28/11/2024 12:00:00,Beverage,232.4583
FOH,Sales,Actual,28/11/2024,28/11/2024 12:00:00,Food,819.5833
FOH,Sales,Actual,28/11/2024,28/11/2024 13:00:00,Beverage,367.5833
FOH,Sales,Actual,28/11/2024,28/11/2024 13:00:00,Food,812.125
FOH,Sales,Actual,28/11/2024,28/11/2024 14:00:00,Beverage,133.4167
FOH,Sales,Actual,28/11/2024,28/11/2024 14:00:00,Food,342.5
FOH,Sales,Actual,28/11/2024,28/11/2024 15:00:00,Beverage,182.4583
FOH,Sales,Actual,28/11/2024,28/11/2024 15:00:00,Food,471.8333
FOH,Sales,Actual,28/11/2024,28/11/2024 16:00:00,Beverage,118.9167
FOH,Sales,Actual,28/11/2024,28/11/2024 16:00:00,Food,299.6667
FOH,Sales,Actual,28/11/2024,28/11/2024 17:00:00,Beverage,287.9583
FOH,Sales,Actual,28/11/2024,28/11/2024 17:00:00,Food,641.5833
FOH,Sales,Actual,28/11/2024,28/11/2024 18:00:00,Beverage,391.2083
FOH,Sales,Actual,28/11/2024,28/11/2024 18:00:00,Food,779.225
FOH,Sales,Actual,28/11/2024,28/11/2024 19:00:00,Beverage,581.1667
FOH,Sales,Actual,28/11/2024,28/11/2024 19:00:00,Food,1565.0833
FOH,Sales,Actual,28/11/2024,28/11/2024 20:00:00,Beverage,258.8333
FOH,Sales,Actual,28/11/2024,28/11/2024 20:00:00,Food,500.5833
FOH,Sales,Actual,28/11/2024,28/11/2024 21:00:00,Beverage,125.875
FOH,Sales,Actual,28/11/2024,28/11/2024 21:00:00,Food,119.5
FOH,Sales,Actual,28/11/2024,28/11/2024 22:00:00,Beverage,0.0
FOH,Sales,Actual,28/11/2024,28/11/2024 22:00:00,Food,18.2083
FOH,Sales,Forecast,29/11/2024,29/11/2024 00:00:00,Food,8800.0
FOH,Sales,Forecast,29/11/2024,29/11/2024 00:00:00,Beverage,4200.0
FOH,Sales,Actual,29/11/2024,29/11/2024 11:00:00,Beverage,19.75
FOH,Sales,Actual,29/11/2024,29/11/2024 11:00:00,Food,45.7083
FOH,Sales,Actual,29/11/2024,29/11/2024 12:00:00,Beverage,220.25
