Department,Metric,Subdivision,Date of business,UTC datetime,Stream,Value
FOH,Sales,Forecast,29/07/2024,29/07/2024 00:00:00,Food,4000.0
FOH,Sales,Forecast,29/07/2024,29/07/2024 00:00:00,Beverage,1600.0
FOH,Sales,Actual,29/07/2024,29/07/2024 10:00:00,Beverage,5.75
FOH,Sales,Actual,29/07/2024,29/07/2024 10:00:00,Food,34.9167
FOH,Sales,Actual,29/07/2024,29/07/2024 11:00:00,Beverage,0.0
FOH,Sales,Actual,29/07/2024,29/07/2024 11:00:00,Food,57.75
FOH,Sales,Actual,29/07/2024,29/07/2024 12:00:00,Beverage,212.875
FOH,Sales,Actual,29/07/2024,29/07/2024 12:00:00,Food,370.8333
FOH,Sales,Actual,29/07/2024,29/07/2024 13:00:00,Beverage,272.2083
FOH,Sales,Actual,29/07/2024,29/07/2024 13:00:00,Food,622.5
FOH,Sales,Actual,29/07/2024,29/07/2024 14:00:00,Beverage,229.8333
FOH,Sales,Actual,29/07/2024,29/07/2024 14:00:00,Food,456.2083
FOH,Sales,Actual,29/07/2024,29/07/2024 15:00:00,Beverage,150.5833
FOH,Sales,Actual,29/07/2024,29/07/2024 15:00:00,Food,189.375
FOH,Sales,Actual,29/07/2024,29/07/2024 16:00:00,Beverage,94.6667
FOH,Sales,Actual,29/07/2024,29/07/2024 16:00:00,Food,378.5833
FOH,Sales,Actual,29/07/2024,29/07/2024 17:00:00,Beverage,57.0
FOH,Sales,Actual,29/07/2024,29/07/2024 17:00:00,Food,166.4583
FOH,Sales,Actual,29/07/2024,29/07/2024 18:00:00,Beverage,418.5417
FOH,Sales,Actual,29/07/2024,29/07/2024 18:00:00,Food,758.0
FOH,Sales,Actual,29/07/2024,29/07/2024 19:00:00,Beverage,243.8333
FOH,Sales,Actual,29/07/2024,29/07/2024 19:00:00,Food,861.3333
FOH,Sales,Actual,29/07/2024,29/07/2024 20:00:00,Beverage,224.6667
FOH,Sales,Actual,29/07/2024,29/07/2024 20:00:00,Food,415.75
FOH,Sales,Actual,29/07/2024,29/07/2024 21:00:00,Beverage,34.5833
FOH,Sales,Actual,29/07/2024,29/07/2024 21:00:00,Food,75.25
FOH,Sales,Forecast,30/07/2024,30/07/2024 00:00:00,Food,4600.0
FOH,Sales,Forecast,30/07/2024,30/07/2024 00:00:00,Beverage,1700.0
FOH,Sales,Actual,30/07/2024,30/07/2024 10:00:00,Beverage,6.5
FOH,Sales,Actual,30/07/2024,30/07/2024 10:00:00,Food,11.6583
FOH,Sales,Actual,30/07/2024,30/07/2024 11:00:00,Beverage,12.25
FOH,Sales,Actual,30/07/2024,30/07/2024 11:00:00,Food,59.8333
FOH,Sales,Actual,30/07/2024,30/07/2024 12:00:00,Beverage,132.2917
FOH,Sales,Actual,30/07/2024,30/07/2024 12:00:00,Food,426.8333
FOH,Sales,Actual,30/07/2024,30/07/2024 13:00:00,Beverage,290.0417
FOH,Sales,Actual,30/07/2024,30/07/2024 13:00:00,Food,668.9167
FOH,Sales,Actual,30/07/2024,30/07/2024 14:00:00,Beverage,169.4583
FOH,Sales,Actual,30/07/2024,30/07/2024 14:00:00,Food,477.8333
FOH,Sales,Actual,30/07/2024,30/07/2024 15:00:00,Beverage,106.5833
FOH,Sales,Actual,30/07/2024,30/07/2024 15:00:00,Food,142.0
