Department,Metric,Subdivision,Date of business,UTC datetime,Stream,Value
FOH,Sales,Forecast,08/01/2024,08/01/2024 00:00:00,Food,2000.0
FOH,Sales,Forecast,08/01/2024,08/01/2024 00:00:00,Beverage,750.0
FOH,Sales,Actual,08/01/2024,08/01/2024 11:00:00,Food,32.4167
FOH,Sales,Actual,08/01/2024,08/01/2024 12:00:00,Beverage,32.75
FOH,Sales,Actual,08/01/2024,08/01/2024 12:00:00,Food,124.7083
FOH,Sales,Actual,08/01/2024,08/01/2024 13:00:00,Beverage,56.4583
FOH,Sales,Actual,08/01/2024,08/01/2024 13:00:00,Food,187.375
FOH,Sales,Actual,08/01/2024,08/01/2024 14:00:00,Beverage,48.7083
FOH,Sales,Actual,08/01/2024,08/01/2024 14:00:00,Food,168.8333
FOH,Sales,Actual,08/01/2024,08/01/2024 15:00:00,Beverage,22.1667
FOH,Sales,Actual,08/01/2024,08/01/2024 15:00:00,Food,59.8333
FOH,Sales,Actual,08/01/2024,08/01/2024 16:00:00,Beverage,16.9583
FOH,Sales,Actual,08/01/2024,08/01/2024 16:00:00,Food,121.4583
FOH,Sales,Actual,08/01/2024,08/01/2024 17:00:00,Beverage,80.9583
FOH,Sales,Actual,08/01/2024,08/01/2024 17:00:00,Food,208.9917
FOH,Sales,Actual,08/01/2024,08/01/2024 18:00:00,Beverage,126.6667
FOH,Sales,Actual,08/01/2024,08/01/2024 18:00:00,Food,303.7083
FOH,Sales,Actual,08/01/2024,08/01/2024 19:00:00,Beverage,40.4167
FOH,Sales,Actual,08/01/2024,08/01/2024 19:00:00,Food,166.2917
FOH,Sales,Actual,08/01/2024,08/01/2024 20:00:00,Beverage,16.0
FOH,Sales,Actual,08/01/2024,08/01/2024 20:00:00,Food,34.0833
FOH,Sales,Actual,08/01/2024,08/01/2024 21:00:00,Beverage,5.375
FOH,Sales,Forecast,09/01/2024,09/01/2024 00:00:00,Beverage,1000.0
FOH,Sales,Forecast,09/01/2024,09/01/2024 00:00:00,Food,2700.0
FOH,Sales,Actual,09/01/2024,09/01/2024 11:00:00,Beverage,6.6667
FOH,Sales,Actual,09/01/2024,09/01/2024 11:00:00,Food,31.5833
FOH,Sales,Actual,09/01/2024,09/01/2024 12:00:00,Beverage,71.1667
FOH,Sales,Actual,09/01/2024,09/01/2024 12:00:00,Food,217.5083
FOH,Sales,Actual,09/01/2024,09/01/2024 13:00:00,Beverage,192.625
FOH,Sales,Actual,09/01/2024,09/01/2024 13:00:00,Food,580.575
FOH,Sales,Actual,09/01/2024,09/01/2024 14:00:00,Beverage,118.0
FOH,Sales,Actual,09/01/2024,09/01/2024 14:00:00,Food,224.1167
FOH,Sales,Actual,09/01/2024,09/01/2024 15:00:00,Beverage,73.875
FOH,Sales,Actual,09/01/2024,09/01/2024 15:00:00,Food,78.025
