Department,Metric,Subdivision,Date of business,UTC datetime,Stream,Value
FOH,Sales,Forecast,21/04/2025,21/04/2025 00:00:00,Food,6500.0
FOH,Sales,Forecast,21/04/2025,21/04/2025 00:00:00,Beverage,2700.0
FOH,Sales,Prediction,21/04/2025,21/04/2025 01:00:00,Food,4238.0
FOH,Sales,Prediction,21/04/2025,21/04/2025 01:00:00,Beverage,1665.0
FOH,Sales,Actual,21/04/2025,21/04/2025 10:00:00,Beverage,28.0833
FOH,Sales,Actual,21/04/2025,21/04/2025 10:00:00,Food,112.125
FOH,Sales,Actual,21/04/2025,21/04/2025 11:00:00,Beverage,24.875
FOH,Sales,Actual,21/04/2025,21/04/2025 11:00:00,Food,69.5417
FOH,Sales,Actual,21/04/2025,21/04/2025 12:00:00,Beverage,138.25
FOH,Sales,Actual,21/04/2025,21/04/2025 12:00:00,Food,463.25
FOH,Sales,Actual,21/04/2025,21/04/2025 13:00:00,Beverage,407.5417
FOH,Sales,Actual,21/04/2025,21/04/2025 13:00:00,Food,975.25
FOH,Sales,Actual,21/04/2025,21/04/2025 14:00:00,Beverage,194.1667
FOH,Sales,Actual,21/04/2025,21/04/2025 14:00:00,Food,369.0833
FOH,Sales,Actual,21/04/2025,21/04/2025 15:00:00,Beverage,130.1667
FOH,Sales,Actual,21/04/2025,21/04/2025 15:00:00,Food,360.7083
FOH,Sales,Actual,21/04/2025,21/04/2025 16:00:00,Beverage,206.7917
FOH,Sales,Actual,21/04/2025,21/04/2025 16:00:00,Food,428.2083
FOH,Sales,Actual,21/04/2025,21/04/2025 17:00:00,Beverage,295.9833
FOH,Sales,Actual,21/04/2025,21/04/2025 17:00:00,Food,745.975
FOH,Sales,Actual,21/04/2025,21/04/2025 18:00:00,Beverage,227.375
FOH,Sales,Actual,21/04/2025,21/04/2025 18:00:00,Food,693.0833
FOH,Sales,Actual,21/04/2025,21/04/2025 19:00:00,Beverage,147.0833
FOH,Sales,Actual,21/04/2025,21/04/2025 19:00:00,Food,431.1667
FOH,Sales,Actual,21/04/2025,21/04/2025 20:00:00,Beverage,135.625
FOH,Sales,Actual,21/04/2025,21/04/2025 20:00:00,Food,243.8833
FOH,Sales,Actual,21/04/2025,21/04/2025 21:00:00,Beverage,18.25
FOH,Sales,Actual,21/04/2025,21/04/2025 21:00:00,Food,12.4167
FOH,Sales,Forecast,22/04/2025,22/04/2025 00:00:00,Food,5000.0
FOH,Sales,Forecast,22/04/2025,22/04/2025 00:00:00,Beverage,1700.0
FOH,Sales,Prediction,22/04/2025,22/04/2025 01:00:00,Food,4420.0
FOH,Sales,Prediction,22/04/2025,22/04/2025 01:00:00,Beverage,1877.0
FOH,Sales,Actual,22/04/2025,22/04/2025 10:00:00,Beverage,27.75
FOH,Sales,Actual,22/04/2025,22/04/2025 10:00:00,Food,84.1667
FOH,Sales,Actual,22/04/2025,22/04/2025 11:00:00,Beverage,21.0417
FOH,Sales,Actual,22/04/2025,22/04/2025 11:00:00,Food,17.4167
FOH,Sales,Actual,22/04/2025,22/04/2025 12:00:00,Beverage,154.2083
FOH,Sales,Actual,22/04/2025,22/04/2025 12:00:00,Food,476.25
FOH,Sales,Actual,22/04/2025,22/04/2025 13:00:00,Beverage,170.125
FOH,Sales,Actual,22/04/2025,22/04/2025 13:00:00,Food,397.25
FOH,Sales,Actual,22/04/2025,22/04/2025 14:00:00,Beverage,134.5417
FOH,Sales,Actual,22/04/2025,22/04/2025 14:00:00,Food,390.7917
FOH,Sales,Actual,22/04/2025,22/04/2025 15:00:00,Beverage,74.4583
FOH,Sales,Actual,22/04/2025,22/04/2025 15:00:00,Food,214.9583
FOH,Sales,Actual,22/04/2025,22/04/2025 16:00:00,Beverage,176.4167
FOH,Sales,Actual,22/04/2025,22/04/2025 16:00:00,Food,366.625
FOH,Sales,Actual,22/04/2025,22/04/2025 17:00:00,Beverage,102.5417
FOH,Sales,Actual,22/04/2025,22/04/2025 17:00:00,Food,306.0417
FOH,Sales,Actual,22/04/2025,22/04/2025 18:00:00,Beverage,261.5417
FOH,Sales,Actual,22/04/2025,22/04/2025 18:00:00,Food,748.3333
FOH,Sales,Actual,22/04/2025,22/04/2025 19:00:00,Beverage,135.375
FOH,Sales,Actual,22/04/2025,22/04/2025 19:00:00,Food,489.3417
FOH,Sales,Actual,22/04/2025,22/04/2025 20:00:00,Beverage,155.625
FOH,Sales,Actual,22/04/2025,22/04/2025 20:00:00,Food,394.8333
FOH,Sales,Actual,22/04/2025,22/04/2025 21:00:00,Beverage,41.2917
FOH,Sales,Actual,22/04/2025,22/04/2025 21:00:00,Food,4.375
FOH,Sales,Forecast,23/04/2025,23/04/2025 00:00:00,Food,5500.0
FOH,Sales,Forecast,23/04/2025,23/04/2025 00:00:00,Beverage,2100.0
FOH,Sales,Prediction,23/04/2025,23/04/2025 01:00:00,Food,4694.0
FOH,Sales,Prediction,23/04/2025,23/04/2025 01:00:00,Beverage,1894.0
FOH,Sales,Actual,23/04/2025,23/04/2025 10:00:00,Beverage,5.9167
FOH,Sales,Actual,23/04/2025,23/04/2025 10:00:00,Food,18.2083
FOH,Sales,Actual,23/04/2025,23/04/2025 11:00:00,Beverage,9.5833
FOH,Sales,Actual,23/04/2025,23/04/2025 11:00:00,Food,80.2083
FOH,Sales,Actual,23/04/2025,23/04/2025 12:00:00,Beverage,132.8333
FOH,Sales,Actual,23/04/2025,23/04/2025 12:00:00,Food,375.125
FOH,Sales,Actual,23/04/2025,23/04/2025 13:00:00,Beverage,301.4583
FOH,Sales,Actual,23/04/2025,23/04/2025 13:00:00,Food,763.1333
FOH,Sales,Actual,23/04/2025,23/04/2025 14:00:00,Beverage,206.3667
FOH,Sales,Actual,23/04/2025,23/04/2025 14:00:00,Food,232.0417
FOH,Sales,Actual,23/04/2025,23/04/2025 15:00:00,Beverage,84.3333
FOH,Sales,Actual,23/04/2025,23/04/2025 15:00:00,Food,99.9333
FOH,Sales,Actual,23/04/2025,23/04/2025 16:00:00,Beverage,41.5417
FOH,Sales,Actual,23/04/2025,23/04/2025 16:00:00,Food,99.2083
FOH,Sales,Actual,23/04/2025,23/04/2025 17:00:00,Beverage,140.6667
FOH,Sales,Actual,23/04/2025,23/04/2025 17:00:00,Food,337.5417
FOH,Sales,Actual,23/04/2025,23/04/2025 18:00:00,Beverage,231.9167
FOH,Sales,Actual,23/04/2025,23/04/2025 18:00:00,Food,749.0
FOH,Sales,Actual,23/04/2025,23/04/2025 19:00:00,Beverage,247.7917
FOH,Sales,Actual,23/04/2025,23/04/2025 19:00:00,Food,525.8333
FOH,Sales,Actual,23/04/2025,23/04/2025 20:00:00,Beverage,99.8333
FOH,Sales,Actual,23/04/2025,23/04/2025 20:00:00,Food,166.9167
FOH,Sales,Actual,23/04/2025,23/04/2025 21:00:00,Beverage,0.0
FOH,Sales,Actual,23/04/2025,23/04/2025 21:00:00,Food,0.0
FOH,Sales,Forecast,24/04/2025,24/04/2025 00:00:00,Food,6000.0
FOH,Sales,Forecast,24/04/2025,24/04/2025 00:00:00,Beverage,2500.0
FOH,Sales,Prediction,24/04/2025,24/04/2025 01:00:00,Food,5122.0
FOH,Sales,Prediction,24/04/2025,24/04/2025 01:00:00,Beverage,2465.0
