Department,Metric,Subdivision,Date of business,UTC datetime,Stream,Value
FOH,Sales,Prediction,24/02/2025,24/02/2025 00:00:00,Food,4502.0
FOH,Sales,Prediction,24/02/2025,24/02/2025 00:00:00,Beverage,1733.0
FOH,Sales,Forecast,24/02/2025,24/02/2025 00:00:00,Food,4000.0
FOH,Sales,Forecast,24/02/2025,24/02/2025 00:00:00,Beverage,1200.0
FOH,Sales,Actual,24/02/2025,24/02/2025 10:00:00,Beverage,0.0
FOH,Sales,Actual,24/02/2025,24/02/2025 11:00:00,Beverage,10.125
FOH,Sales,Actual,24/02/2025,24/02/2025 11:00:00,Food,65.7917
FOH,Sales,Actual,24/02/2025,24/02/2025 12:00:00,Beverage,99.4583
FOH,Sales,Actual,24/02/2025,24/02/2025 12:00:00,Food,542.0417
FOH,Sales,Actual,24/02/2025,24/02/2025 13:00:00,Beverage,350.1667
FOH,Sales,Actual,24/02/2025,24/02/2025 13:00:00,Food,819.0834
FOH,Sales,Actual,24/02/2025,24/02/2025 14:00:00,Beverage,60.875
FOH,Sales,Actual,24/02/2025,24/02/2025 14:00:00,Food,219.2083
FOH,Sales,Actual,24/02/2025,24/02/2025 15:00:00,Beverage,55.6667
FOH,Sales,Actual,24/02/2025,24/02/2025 15:00:00,Food,141.875
FOH,Sales,Actual,24/02/2025,24/02/2025 16:00:00,Beverage,49.2083
FOH,Sales,Actual,24/02/2025,24/02/2025 16:00:00,Food,208.75
FOH,Sales,Actual,24/02/2025,24/02/2025 17:00:00,Beverage,79.4583
FOH,Sales,Actual,24/02/2025,24/02/2025 17:00:00,Food,283.7083
FOH,Sales,Actual,24/02/2025,24/02/2025 18:00:00,Beverage,190.0
FOH,Sales,Actual,24/02/2025,24/02/2025 18:00:00,Food,467.1667
FOH,Sales,Actual,24/02/2025,24/02/2025 19:00:00,Beverage,241.4167
FOH,Sales,Actual,24/02/2025,24/02/2025 19:00:00,Food,608.2083
FOH,Sales,Actual,24/02/2025,24/02/2025 20:00:00,Beverage,100.25
FOH,Sales,Actual,24/02/2025,24/02/2025 20:00:00,Food,198.5
FOH,Sales,Actual,24/02/2025,24/02/2025 21:00:00,Beverage,16.5833
FOH,Sales,Actual,24/02/2025,24/02/2025 21:00:00,Food,0.0
FOH,Sales,Actual,24/02/2025,24/02/2025 22:00:00,Beverage,0.0
FOH,Sales,Actual,24/02/2025,24/02/2025 22:00:00,Food,0.0
FOH,Sales,Prediction,25/02/2025,25/02/2025 00:00:00,Food,4641.0
FOH,Sales,Prediction,25/02/2025,25/02/2025 00:00:00,Beverage,1672.0
FOH,Sales,Forecast,25/02/2025,25/02/2025 00:00:00,Food,4200.0
FOH,Sales,Forecast,25/02/2025,25/02/2025 00:00:00,Beverage,1700.0
FOH,Sales,Actual,25/02/2025,25/02/2025 10:00:00,Beverage,0.0
FOH,Sales,Actual,25/02/2025,25/02/2025 10:00:00,Food,16.6667
FOH,Sales,Actual,25/02/2025,25/02/2025 11:00:00,Beverage,15.7083
FOH,Sales,Actual,25/02/2025,25/02/2025 11:00:00,Food,91.3083
FOH,Sales,Actual,25/02/2025,25/02/2025 12:00:00,Beverage,150.3333
FOH,Sales,Actual,25/02/2025,25/02/2025 12:00:00,Food,407.3333
FOH,Sales,Actual,25/02/2025,25/02/2025 13:00:00,Beverage,156.7917
FOH,Sales,Actual,25/02/2025,25/02/2025 13:00:00,Food,546.0
FOH,Sales,Actual,25/02/2025,25/02/2025 14:00:00,Beverage,171.7083
FOH,Sales,Actual,25/02/2025,25/02/2025 14:00:00,Food,181.25
FOH,Sales,Actual,25/02/2025,25/02/2025 15:00:00,Beverage,63.1667
FOH,Sales,Actual,25/02/2025,25/02/2025 15:00:00,Food,228.025
FOH,Sales,Actual,25/02/2025,25/02/2025 16:00:00,Beverage,73.7917
FOH,Sales,Actual,25/02/2025,25/02/2025 16:00:00,Food,116.3333
FOH,Sales,Actual,25/02/2025,25/02/2025 17:00:00,Beverage,167.1667
FOH,Sales,Actual,25/02/2025,25/02/2025 17:00:00,Food,494.8333
FOH,Sales,Actual,25/02/2025,25/02/2025 18:00:00,Beverage,200.875
FOH,Sales,Actual,25/02/2025,25/02/2025 18:00:00,Food,627.9583
FOH,Sales,Actual,25/02/2025,25/02/2025 19:00:00,Beverage,228.9167
FOH,Sales,Actual,25/02/2025,25/02/2025 19:00:00,Food,880.3917
FOH,Sales,Actual,25/02/2025,25/02/2025 20:00:00,Beverage,65.375
FOH,Sales,Actual,25/02/2025,25/02/2025 20:00:00,Food,117.125
FOH,Sales,Actual,25/02/2025,25/02/2025 21:00:00,Beverage,64.7083
FOH,Sales,Actual,25/02/2025,25/02/2025 21:00:00,Food,147.25
FOH,Sales,Actual,25/02/2025,25/02/2025 22:00:00,Beverage,0.0
FOH,Sales,Actual,25/02/2025,25/02/2025 22:00:00,Food,6.2083
FOH,Sales,Prediction,26/02/2025,26/02/2025 00:00:00,Food,4474.0
FOH,Sales,Prediction,26/02/2025,26/02/2025 00:00:00,Beverage,1647.0
FOH,Sales,Forecast,26/02/2025,26/02/2025 00:00:00,Food,4700.0
