Department,Metric,Subdivision,Date of business,UTC datetime,Stream,Value
FOH,Sales,Forecast,05/08/2024,05/08/2024 00:00:00,Food,5200.0
FOH,Sales,Forecast,05/08/2024,05/08/2024 00:00:00,Beverage,2000.0
FOH,Sales,Actual,05/08/2024,05/08/2024 10:00:00,Beverage,23.125
FOH,Sales,Actual,05/08/2024,05/08/2024 10:00:00,Food,33.4583
FOH,Sales,Actual,05/08/2024,05/08/2024 11:00:00,Beverage,16.9583
FOH,Sales,Actual,05/08/2024,05/08/2024 11:00:00,Food,55.0
FOH,Sales,Actual,05/08/2024,05/08/2024 12:00:00,Beverage,91.6667
FOH,Sales,Actual,05/08/2024,05/08/2024 12:00:00,Food,339.1667
FOH,Sales,Actual,05/08/2024,05/08/2024 13:00:00,Beverage,192.75
FOH,Sales,Actual,05/08/2024,05/08/2024 13:00:00,Food,570.375
FOH,Sales,Actual,05/08/2024,05/08/2024 14:00:00,Beverage,149.0
FOH,Sales,Actual,05/08/2024,05/08/2024 14:00:00,Food,426.3333
FOH,Sales,Actual,05/08/2024,05/08/2024 15:00:00,Beverage,157.125
FOH,Sales,Actual,05/08/2024,05/08/2024 15:00:00,Food,324.2917
FOH,Sales,Actual,05/08/2024,05/08/2024 16:00:00,Beverage,177.8333
FOH,Sales,Actual,05/08/2024,05/08/2024 16:00:00,Food,330.5
FOH,Sales,Actual,05/08/2024,05/08/2024 17:00:00,Beverage,200.5417
FOH,Sales,Actual,05/08/2024,05/08/2024 17:00:00,Food,460.7583
FOH,Sales,Actual,05/08/2024,05/08/2024 18:00:00,Beverage,250.4167
FOH,Sales,Actual,05/08/2024,05/08/2024 18:00:00,Food,850.6583
FOH,Sales,Actual,05/08/2024,05/08/2024 19:00:00,Beverage,277.9583
FOH,Sales,Actual,05/08/2024,05/08/2024 19:00:00,Food,772.625
FOH,Sales,Actual,05/08/2024,05/08/2024 20:00:00,Beverage,70.0833
FOH,Sales,Actual,05/08/2024,05/08/2024 20:00:00,Food,143.9167
FOH,Sales,Actual,05/08/2024,05/08/2024 21:00:00,Beverage,46.9583
FOH,Sales,Actual,05/08/2024,05/08/2024 21:00:00,Food,164.8333
FOH,Sales,Actual,05/08/2024,05/08/2024 22:00:00,Beverage,0.0
FOH,Sales,Actual,05/08/2024,05/08/2024 22:00:00,Food,17.375
FOH,Sales,Forecast,06/08/2024,06/08/2024 00:00:00,Food,5500.0
FOH,Sales,Forecast,06/08/2024,06/08/2024 00:00:00,Beverage,2200.0
FOH,Sales,Actual,06/08/2024,06/08/2024 10:00:00,Beverage,27.625
FOH,Sales,Actual,06/08/2024,06/08/2024 10:00:00,Food,104.25
FOH,Sales,Actual,06/08/2024,06/08/2024 11:00:00,Beverage,43.6667
FOH,Sales,Actual,06/08/2024,06/08/2024 11:00:00,Food,91.3667
FOH,Sales,Actual,06/08/2024,06/08/2024 12:00:00,Beverage,91.0417
FOH,Sales,Actual,06/08/2024,06/08/2024 12:00:00,Food,741.6333
FOH,Sales,Actual,06/08/2024,06/08/2024 13:00:00,Beverage,213.7083
FOH,Sales,Actual,06/08/2024,06/08/2024 13:00:00,Food,694.0417
FOH,Sales,Actual,06/08/2024,06/08/2024 14:00:00,Beverage,138.0417
FOH,Sales,Actual,06/08/2024,06/08/2024 14:00:00,Food,440.9167
FOH,Sales,Actual,06/08/2024,06/08/2024 15:00:00,Beverage,98.1667
FOH,Sales,Actual,06/08/2024,06/08/2024 15:00:00,Food,186.5417
FOH,Sales,Actual,06/08/2024,06/08/2024 16:00:00,Beverage,115.125
FOH,Sales,Actual,06/08/2024,06/08/2024 16:00:00,Food,242.5667
FOH,Sales,Actual,06/08/2024,06/08/2024 17:00:00,Beverage,238.8333
FOH,Sales,Actual,06/08/2024,06/08/2024 17:00:00,Food,673.0834
FOH,Sales,Actual,06/08/2024,06/08/2024 18:00:00,Beverage,313.0833
FOH,Sales,Actual,06/08/2024,06/08/2024 18:00:00,Food,919.025
FOH,Sales,Actual,06/08/2024,06/08/2024 19:00:00,Beverage,358.9583
FOH,Sales,Actual,06/08/2024,06/08/2024 19:00:00,Food,798.575
FOH,Sales,Actual,06/08/2024,06/08/2024 20:00:00,Beverage,295.125
FOH,Sales,Actual,06/08/2024,06/08/2024 20:00:00,Food,641.1667
FOH,Sales,Actual,06/08/2024,06/08/2024 21:00:00,Beverage,147.0417
FOH,Sales,Actual,06/08/2024,06/08/2024 21:00:00,Food,172.25
FOH,Sales,Actual,06/08/2024,06/08/2024 22:00:00,Beverage,4.875
FOH,Sales,Actual,06/08/2024,06/08/2024 22:00:00,Food,18.2083
FOH,Sales,Forecast,07/08/2024,07/08/2024 00:00:00,Food,5500.0
FOH,Sales,Forecast,07/08/2024,07/08/2024 00:00:00,Beverage,2500.0
FOH,Sales,Actual,07/08/2024,07/08/2024 10:00:00,Beverage,0.0
FOH,Sales,Actual,07/08/2024,07/08/2024 10:00:00,Food,16.6667
FOH,Sales,Actual,07/08/2024,07/08/2024 11:00:00,Beverage,19.25
FOH,Sales,Actual,07/08/2024,07/08/2024 11:00:00,Food,49.875
FOH,Sales,Actual,07/08/2024,07/08/2024 12:00:00,Beverage,148.25
FOH,Sales,Actual,07/08/2024,07/08/2024 12:00:00,Food,439.0417
FOH,Sales,Actual,07/08/2024,07/08/2024 13:00:00,Beverage,191.4167
FOH,Sales,Actual,07/08/2024,07/08/2024 13:00:00,Food,813.5
FOH,Sales,Actual,07/08/2024,07/08/2024 14:00:00,Beverage,181.25
FOH,Sales,Actual,07/08/2024,07/08/2024 14:00:00,Food,378.9167
FOH,Sales,Actual,07/08/2024,07/08/2024 15:00:00,Beverage,122.0417
FOH,Sales,Actual,07/08/2024,07/08/2024 15:00:00,Food,280.625
FOH,Sales,Actual,07/08/2024,07/08/2024 16:00:00,Beverage,75.8333
FOH,Sales,Actual,07/08/2024,07/08/2024 16:00:00,Food,184.6667
FOH,Sales,Actual,07/08/2024,07/08/2024 17:00:00,Beverage,231.7083
FOH,Sales,Actual,07/08/2024,07/08/2024 17:00:00,Food,894.2084
